Date,Region,Product,Units Sold,Price Per Unit,Total Revenue
2025-04-27,North,Product D,188,396.62,74564.56
2025-02-27,West,Product B,144,354.77,51086.88
2025-03-10,East,Product C,160,243.32,38931.2
2025-04-10,West,Product E,193,27.44,5295.92
2025-04-18,East,Product A,162,95.21,15424.019999999999
2025-04-03,West,Product D,1,355.25,355.25
2025-01-08,East,Product B,178,372.47,66299.66
2025-04-04,West,Product E,168,460.62,77384.16
2025-01-14,North,Product E,79,321.87,25427.73
2025-03-10,West,Product E,6,226.3,1357.8000000000002
2025-03-06,West,Product D,132,240.73,31776.359999999997
2025-02-07,East,Product A,143,497.09,71083.87
2025-03-02,West,Product D,6,486.28,2917.68
2025-04-09,West,Product B,133,316.13,42045.29
2025-02-02,North,Product D,52,431.64,22445.28
2025-01-03,West,Product B,31,491.37,15232.47
2025-01-20,North,Product A,57,471.2,26858.399999999998
2025-01-29,West,Product B,162,28.54,4623.48
2025-04-20,East,Product B,36,234.27,8433.720000000001
2025-02-22,South,Product D,164,372.6,61106.4
2025-01-12,West,Product C,73,179.28,13087.44
2025-01-05,West,Product E,190,218.31,41478.9
2025-04-09,West,Product A,54,231.2,12484.8
2025-02-12,West,Product B,175,480.9,84157.5
2025-05-03,East,Product C,105,191.26,20082.3
2025-04-12,North,Product B,186,484.59,90133.73999999999
2025-03-14,West,Product D,132,448.69,59227.08
2025-01-05,East,Product D,12,57.68,692.16
2025-03-29,South,Product D,141,411.13,57969.33
2025-03-20,East,Product D,23,350.36,8058.280000000001
2025-03-06,East,Product B,18,342.11,6157.9800000000005
2025-04-30,North,Product A,10,238.61,2386.1000000000004
2025-03-31,North,Product E,194,391.58,75966.52
2025-03-09,East,Product D,110,423.86,46624.6
2025-05-01,North,Product B,97,334.65,32461.05
2025-03-05,West,Product D,162,276.92,44861.04
2025-02-25,West,Product D,59,402.71,23759.89
2025-03-13,East,Product C,93,26.6,2473.8
2025-01-10,North,Product C,149,258.15,38464.35
2025-04-11,East,Product C,37,481.45,17813.649999999998
2025-04-24,East,Product B,14,251.93,3527.02
2025-01-24,North,Product B,36,195.52,7038.72
2025-03-27,East,Product E,28,427.93,11982.04
2025-04-05,South,Product E,27,407.75,11009.25
2025-03-26,North,Product B,48,393.29,18877.920000000002
2025-04-10,East,Product C,176,354.2,62339.2
2025-01-08,West,Product A,123,335.23,41233.29
2025-04-17,East,Product D,51,430.09,21934.59
2025-04-20,East,Product C,4,157.68,630.72
2025-04-09,North,Product E,63,401.73,25308.99
2025-01-14,North,Product D,2,112.07,224.14
2025-01-30,East,Product C,5,209.56,1047.8
2025-03-15,West,Product D,39,198.58,7744.620000000001
2025-03-06,North,Product B,10,303.87,3038.7
2025-03-27,North,Product B,88,254.92,22432.96
2025-05-04,East,Product C,45,229.89,10345.05
2025-02-21,East,Product C,165,382.89,63176.85
2025-01-28,East,Product B,69,162.52,11213.880000000001
2025-01-28,South,Product D,4,451.4,1805.6
2025-02-08,North,Product D,130,103.06,13397.800000000001
2025-01-19,South,Product C,187,341.11,63787.57
2025-04-30,West,Product A,57,278.21,15857.97
2025-03-16,North,Product A,45,351.0,15795.0
2025-02-23,West,Product E,156,28.74,4483.44
2025-03-18,West,Product A,42,255.26,10720.92
2025-02-12,East,Product C,59,398.12,23489.08
2025-01-09,East,Product D,68,488.98,33250.64
2025-01-09,West,Product A,165,187.63,30958.95
2025-02-28,West,Product D,146,368.0,53728.0
2025-01-03,North,Product A,179,184.62,33046.98
2025-01-26,North,Product B,186,235.19,43745.34
2025-02-07,North,Product C,135,380.55,51374.25
2025-03-23,North,Product B,199,128.49,25569.510000000002
2025-04-21,South,Product D,145,175.51,25448.949999999997
2025-02-07,West,Product A,30,35.55,1066.5
2025-03-23,West,Product E,178,68.19,12137.82
2025-01-30,South,Product B,59,26.61,1569.99
2025-03-24,South,Product E,54,463.01,25002.54
2025-04-17,West,Product B,113,231.13,26117.69
2025-04-21,South,Product B,42,332.49,13964.58
2025-02-19,West,Product E,106,217.85,23092.1
2025-02-10,West,Product C,15,189.02,2835.3
2025-01-01,East,Product B,186,255.06,47441.16
2025-01-13,West,Product D,158,50.29,7945.82
2025-02-01,East,Product D,7,61.15,428.05
2025-01-08,East,Product C,153,45.5,6961.5
2025-02-21,South,Product E,23,59.93,1378.39
2025-04-04,East,Product E,71,377.06,26771.26
2025-01-13,North,Product D,32,467.84,14970.88
2025-02-12,West,Product B,191,150.23,28693.929999999997
2025-04-01,South,Product E,180,117.36,21124.8
2025-02-02,East,Product B,60,414.83,24889.8
2025-04-06,North,Product A,119,420.23,50007.37
2025-01-23,West,Product B,10,158.19,1581.9
2025-01-16,West,Product A,97,297.68,28874.96
2025-03-31,North,Product D,161,412.65,66436.65
2025-03-08,West,Product B,158,420.92,66505.36
2025-04-30,West,Product C,40,71.9,2876.0
2025-03-14,North,Product E,30,172.66,5179.8
2025-04-02,South,Product E,175,35.08,6139.0
2025-02-20,West,Product C,57,236.1,13457.699999999999
2025-04-23,West,Product D,24,130.84,3140.16
2025-04-19,West,Product D,130,14.21,1847.3000000000002
2025-04-17,North,Product E,141,308.22,43459.020000000004
2025-03-06,South,Product C,94,34.68,3259.92
2025-05-03,South,Product A,164,323.85,53111.4
2025-03-05,East,Product E,50,400.26,20013.0
2025-04-13,North,Product B,162,471.69,76413.78
2025-01-31,East,Product E,25,136.37,3409.25
2025-04-25,West,Product A,73,279.69,20417.37
2025-04-11,North,Product D,165,307.5,50737.5
2025-02-24,West,Product A,132,32.51,4291.32
2025-04-26,North,Product E,38,314.62,11955.56
2025-02-17,South,Product C,174,205.5,35757.0
2025-02-13,West,Product B,79,50.4,3981.6
2025-01-05,South,Product B,190,322.24,61225.6
2025-03-26,South,Product E,134,334.64,44841.759999999995
2025-04-04,West,Product B,114,208.59,23779.260000000002
2025-02-22,South,Product B,133,129.9,17276.7
2025-03-05,South,Product E,122,158.58,19346.760000000002
2025-04-09,North,Product B,3,152.05,456.15000000000003
2025-02-28,North,Product A,139,446.91,62120.490000000005
2025-04-07,North,Product A,3,450.91,1352.73
2025-03-20,South,Product E,90,127.48,11473.2
2025-01-10,West,Product D,90,369.85,33286.5
2025-04-25,East,Product A,178,136.65,24323.7
2025-02-28,North,Product B,162,158.2,25628.399999999998
2025-02-20,West,Product B,6,246.06,1476.3600000000001
2025-01-21,West,Product D,107,258.51,27660.57
2025-01-29,West,Product C,109,140.28,15290.52
2025-04-18,West,Product A,35,125.09,4378.150000000001
2025-02-13,East,Product D,53,379.07,20090.71
2025-02-12,West,Product D,197,246.33,48527.01
2025-02-18,North,Product E,142,283.11,40201.62
2025-04-01,East,Product D,180,437.07,78672.6
2025-01-30,West,Product D,58,92.91,5388.78
2025-01-20,South,Product A,196,328.62,64409.520000000004
2025-04-16,West,Product A,59,450.87,26601.33
2025-04-09,South,Product D,32,26.84,858.88
2025-03-12,West,Product E,162,352.08,57036.96
2025-03-22,East,Product B,182,295.2,53726.4
2025-03-19,North,Product C,91,70.33,6400.03
2025-03-23,South,Product C,156,158.17,24674.519999999997
2025-04-21,North,Product C,136,214.75,29206.0
2025-03-06,North,Product E,166,258.08,42841.28
2025-02-28,South,Product B,124,232.93,28883.32
2025-01-16,West,Product B,138,216.45,29870.1
2025-02-17,East,Product B,167,176.28,29438.76
2025-02-01,South,Product A,103,120.74,12436.22
2025-05-01,South,Product C,101,250.84,25334.84
2025-04-04,East,Product E,156,222.21,34664.76
2025-01-13,North,Product E,190,161.62,30707.8
2025-03-02,West,Product B,142,397.1,56388.200000000004
2025-01-12,North,Product C,26,470.21,12225.46
2025-03-26,South,Product A,140,278.71,39019.399999999994
2025-03-20,West,Product C,43,99.44,4275.92
2025-03-25,East,Product B,26,395.35,10279.1
2025-01-30,North,Product E,68,254.49,17305.32
2025-03-22,West,Product D,188,91.06,17119.28
2025-04-02,East,Product E,153,137.99,21112.47
2025-01-06,East,Product A,54,103.81,5605.74
2025-03-06,West,Product C,5,76.95,384.75
2025-03-13,North,Product A,156,156.87,24471.72
2025-01-23,South,Product C,40,383.62,15344.8
2025-03-01,East,Product C,35,384.5,13457.5
2025-02-15,West,Product E,101,447.75,45222.75
2025-04-05,West,Product E,13,469.0,6097.0
2025-04-06,East,Product B,128,69.2,8857.6
2025-03-18,West,Product E,80,30.04,2403.2
2025-04-25,West,Product B,12,484.94,5819.28
2025-02-11,North,Product E,2,480.12,960.24
2025-03-20,East,Product E,114,357.28,40729.92
2025-03-25,South,Product C,135,104.4,14094.0
2025-02-15,South,Product E,62,437.75,27140.5
2025-02-25,West,Product A,11,118.89,1307.79
2025-02-17,South,Product C,97,136.94,13283.18
2025-04-29,West,Product C,27,40.79,1101.33
2025-02-02,North,Product A,182,269.33,49018.06
2025-03-07,East,Product C,172,54.61,9392.92
2025-01-31,East,Product A,120,237.78,28533.6
2025-04-27,South,Product B,3,200.51,601.53
2025-03-05,West,Product A,186,183.05,34047.3
2025-04-26,East,Product C,125,488.36,61045.0
2025-03-15,West,Product D,114,141.18,16094.52
2025-01-17,South,Product D,163,174.71,28477.73
2025-01-20,West,Product B,80,260.98,20878.4
2025-01-16,West,Product D,191,133.35,25469.85
2025-01-16,East,Product E,93,425.12,39536.16
2025-01-02,East,Product D,104,495.92,51575.68
2025-01-30,West,Product E,194,73.55,14268.699999999999
2025-04-15,East,Product A,132,162.02,21386.640000000003
2025-03-25,East,Product A,23,16.95,389.84999999999997
2025-04-06,North,Product A,6,16.28,97.68
2025-01-18,East,Product B,81,479.7,38855.7
2025-05-06,North,Product D,96,427.82,41070.72
2025-01-30,East,Product A,113,317.34,35859.42
2025-01-10,West,Product D,91,274.19,24951.29
2025-01-01,South,Product D,111,10.44,1158.84
2025-04-02,East,Product D,62,209.98,13018.76
2025-02-04,North,Product D,27,310.4,8380.8
2025-01-07,North,Product B,189,210.69,39820.409999999996
2025-01-26,South,Product C,158,406.16,64173.280000000006
2025-02-26,North,Product D,104,329.55,34273.200000000004
2025-03-13,North,Product D,200,34.89,6978.0
2025-03-11,South,Product E,185,362.51,67064.34999999999
2025-04-22,West,Product E,134,417.61,55959.740000000005
2025-01-17,West,Product C,18,324.26,5836.68
2025-01-08,West,Product E,138,126.15,17408.7
2025-02-02,East,Product B,94,323.1,30371.4
2025-03-02,West,Product A,50,77.37,3868.5
2025-03-06,West,Product D,45,248.47,11181.15
2025-01-20,North,Product E,41,294.61,12079.01
2025-01-08,West,Product B,194,247.03,47923.82
2025-04-24,East,Product C,79,264.35,20883.65
2025-01-16,West,Product D,191,140.92,26915.719999999998
2025-01-08,South,Product D,186,229.67,42718.619999999995
2025-04-30,North,Product B,14,338.93,4745.02
2025-01-01,West,Product E,142,125.56,17829.52
2025-02-07,South,Product E,153,412.27,63077.31
2025-02-02,West,Product C,62,84.27,5224.74
2025-03-17,South,Product C,173,139.03,24052.19
2025-04-06,South,Product A,178,312.36,55600.08
2025-01-21,East,Product A,91,61.74,5618.34
2025-02-21,West,Product E,93,329.93,30683.49
2025-04-26,South,Product D,146,302.42,44153.32
2025-02-26,South,Product A,51,357.73,18244.23
2025-04-30,West,Product E,41,209.81,8602.210000000001
2025-04-13,West,Product B,2,352.22,704.44
2025-01-14,South,Product B,63,476.4,30013.199999999997
2025-04-29,East,Product E,200,499.23,99846.0
2025-02-25,East,Product A,60,311.14,18668.399999999998
2025-01-27,West,Product B,34,135.79,4616.86
2025-01-13,East,Product C,52,477.01,24804.52
2025-03-31,North,Product C,6,154.65,927.9000000000001
2025-04-28,West,Product B,167,457.38,76382.46
2025-02-20,South,Product D,152,337.66,51324.32000000001
2025-01-31,West,Product D,154,159.6,24578.399999999998
2025-05-05,South,Product A,58,144.58,8385.640000000001
2025-04-10,East,Product A,91,261.03,23753.729999999996
2025-01-19,North,Product D,151,204.89,30938.39
2025-04-07,East,Product E,36,28.93,1041.48
2025-04-28,North,Product D,43,89.35,3842.0499999999997
2025-02-13,South,Product B,110,449.6,49456.0
2025-02-25,South,Product C,139,236.49,32872.11
2025-01-07,East,Product A,42,459.18,19285.56
2025-03-18,South,Product B,99,97.54,9656.460000000001
2025-03-07,North,Product D,110,404.37,44480.7
2025-02-01,East,Product B,113,36.38,4110.9400000000005
2025-04-02,North,Product A,11,108.47,1193.17
2025-03-29,West,Product E,170,18.68,3175.6
2025-03-11,West,Product A,23,439.09,10099.07
2025-04-09,West,Product A,176,127.17,22381.920000000002
2025-03-01,East,Product D,167,134.08,22391.36
2025-02-27,West,Product D,196,16.96,3324.1600000000003
2025-05-07,South,Product D,51,257.57,13136.07
2025-03-19,South,Product E,27,456.35,12321.45
2025-03-23,West,Product D,16,366.8,5868.8
2025-02-15,North,Product B,29,407.7,11823.3
2025-03-02,East,Product C,143,328.67,46999.810000000005
2025-03-05,North,Product D,20,104.55,2091.0
2025-02-10,East,Product C,91,417.71,38011.61
2025-02-16,South,Product B,132,291.84,38522.88
2025-03-31,North,Product D,124,418.33,51872.92
2025-01-29,North,Product B,100,242.46,24246.0
2025-01-31,North,Product D,24,442.49,10619.76
2025-01-08,West,Product C,87,443.18,38556.66
2025-01-16,East,Product C,115,275.76,31712.399999999998
2025-01-12,South,Product A,178,174.95,31141.1
2025-04-25,West,Product D,51,324.5,16549.5
2025-01-23,North,Product B,159,385.51,61296.09
2025-01-29,West,Product B,126,110.64,13940.64
2025-01-21,North,Product D,21,156.46,3285.6600000000003
2025-03-29,East,Product C,34,465.41,15823.94
2025-01-25,East,Product D,138,37.19,5132.219999999999
2025-01-29,North,Product B,41,123.71,5072.11
2025-01-15,East,Product C,157,148.83,23366.31
2025-02-24,South,Product B,73,457.0,33361.0
2025-03-06,West,Product D,142,325.17,46174.14
2025-03-04,East,Product C,17,88.8,1509.6
2025-04-23,South,Product A,197,200.56,39510.32
2025-02-16,North,Product C,12,323.37,3880.44
2025-04-04,North,Product E,143,40.94,5854.42
2025-03-26,West,Product A,174,277.38,48264.12
2025-03-21,East,Product C,150,22.84,3426.0
2025-01-24,East,Product E,52,355.42,18481.84
2025-05-06,West,Product C,134,15.78,2114.52
2025-04-18,North,Product A,83,265.31,22020.73
2025-04-25,South,Product D,139,96.04,13349.560000000001
2025-02-28,South,Product D,135,198.57,26806.95
2025-02-10,East,Product C,77,307.03,23641.309999999998
2025-04-02,East,Product A,88,153.33,13493.04
2025-01-07,South,Product D,152,54.29,8252.08
2025-03-12,West,Product A,92,117.15,10777.800000000001
2025-01-31,South,Product B,56,138.34,7747.04
2025-03-17,North,Product E,140,339.5,47530.0
2025-02-07,North,Product B,93,154.0,14322.0
2025-03-09,East,Product E,121,120.95,14634.95
2025-01-13,West,Product B,109,416.54,45402.86
2025-01-10,North,Product B,49,408.79,20030.710000000003
2025-01-07,East,Product A,77,430.21,33126.17
2025-02-18,South,Product E,189,93.02,17580.78
2025-03-17,North,Product C,133,374.24,49773.92
2025-02-06,North,Product E,99,278.67,27588.33
2025-04-07,East,Product C,123,437.16,53770.68
2025-04-01,North,Product D,140,80.04,11205.6
2025-03-19,South,Product B,186,193.35,35963.1
2025-03-04,West,Product D,96,131.26,12600.96
2025-03-29,West,Product E,139,157.36,21873.04
2025-01-26,South,Product E,2,252.15,504.3
2025-03-05,North,Product D,40,11.69,467.59999999999997
2025-03-24,North,Product C,95,339.29,32232.550000000003
2025-03-03,North,Product E,186,76.99,14320.14
2025-04-21,North,Product A,137,148.83,20389.710000000003
2025-02-05,South,Product A,134,442.71,59323.14
2025-01-02,North,Product E,110,48.31,5314.1
2025-02-01,North,Product D,37,439.56,16263.72
2025-02-18,South,Product A,187,219.46,41039.020000000004
2025-03-22,East,Product B,7,291.76,2042.32
2025-01-19,South,Product D,88,112.04,9859.52
2025-04-05,East,Product A,116,66.53,7717.4800000000005
2025-03-06,East,Product E,197,214.31,42219.07
2025-01-29,East,Product B,28,438.29,12272.12
2025-01-09,South,Product A,160,102.51,16401.600000000002
2025-01-28,South,Product B,24,401.76,9642.24
2025-02-16,North,Product D,180,385.03,69305.4
2025-04-10,West,Product E,136,482.36,65600.96
2025-04-28,South,Product E,26,383.09,9960.34
2025-04-07,South,Product E,92,84.83,7804.36
2025-02-23,East,Product B,42,56.86,2388.12
2025-02-09,West,Product E,194,251.62,48814.28
2025-02-05,South,Product C,63,308.96,19464.48
2025-03-23,West,Product B,199,251.17,49982.829999999994
2025-01-08,South,Product B,45,69.15,3111.7500000000005
2025-01-02,West,Product A,32,47.47,1519.04
2025-05-03,East,Product E,119,329.91,39259.29
2025-03-12,South,Product E,37,394.65,14602.05
2025-03-08,East,Product C,2,188.74,377.48
2025-04-30,North,Product E,90,116.34,10470.6
2025-03-14,West,Product D,123,184.66,22713.18
2025-03-07,North,Product B,145,21.97,3185.6499999999996
2025-01-01,West,Product E,134,244.16,32717.44
2025-01-21,West,Product C,2,243.09,486.18
2025-04-04,West,Product E,157,322.2,50585.4
2025-04-08,East,Product A,64,337.54,21602.56
2025-02-09,North,Product D,120,353.2,42384.0
2025-02-10,East,Product E,172,110.68,19036.960000000003
2025-01-29,West,Product A,182,314.72,57279.04000000001
2025-03-06,West,Product A,115,314.07,36118.049999999996
2025-04-09,North,Product D,111,13.72,1522.92
2025-02-23,West,Product D,78,406.44,31702.32
2025-04-14,East,Product A,21,193.23,4057.83
2025-03-17,East,Product C,29,216.6,6281.4
2025-04-13,North,Product D,162,318.25,51556.5
2025-04-25,East,Product A,148,204.69,30294.12
2025-04-29,East,Product C,57,471.41,26870.370000000003
2025-04-29,West,Product B,31,299.39,9281.09
2025-02-08,West,Product A,151,102.61,15494.11
2025-03-26,South,Product B,92,86.41,7949.719999999999
2025-01-08,South,Product B,168,36.06,6058.08
2025-03-30,East,Product D,197,59.77,11774.69
2025-04-25,East,Product C,26,151.35,3935.1
2025-04-17,South,Product D,76,138.76,10545.759999999998
2025-02-26,West,Product C,149,208.69,31094.81
2025-04-15,South,Product D,169,301.76,50997.439999999995
2025-03-30,West,Product E,59,342.37,20199.83
2025-01-09,West,Product B,102,398.74,40671.48
2025-02-25,North,Product A,61,213.07,12997.27
2025-03-06,South,Product A,104,187.12,19460.48
2025-01-04,East,Product B,183,228.23,41766.09
2025-03-21,North,Product A,113,214.9,24283.7
2025-04-25,East,Product C,74,44.25,3274.5
2025-05-02,East,Product B,32,356.36,11403.52
2025-01-13,West,Product C,129,82.52,10645.08
2025-04-03,South,Product E,28,326.07,9129.96
2025-03-23,East,Product A,126,34.9,4397.4
2025-04-01,East,Product B,166,55.07,9141.62
2025-04-29,West,Product B,135,152.32,20563.2
2025-04-22,West,Product A,70,378.78,26514.6
2025-02-14,East,Product E,183,175.53,32121.99
2025-03-03,East,Product C,44,204.77,9009.880000000001
2025-04-25,West,Product B,60,94.71,5682.599999999999
2025-02-13,North,Product D,200,419.33,83866.0
2025-03-29,East,Product C,164,340.84,55897.759999999995
2025-02-21,East,Product C,24,285.74,6857.76
2025-02-28,West,Product D,129,114.2,14731.800000000001
2025-05-07,North,Product D,77,36.85,2837.4500000000003
2025-01-08,South,Product B,35,23.67,828.45
2025-02-14,North,Product E,128,438.1,56076.8
2025-04-23,South,Product B,30,118.98,3569.4
2025-02-19,South,Product C,74,88.25,6530.5
2025-03-18,North,Product B,169,59.11,9989.59
2025-02-21,West,Product B,157,377.93,59335.01
2025-01-01,South,Product A,156,291.05,45403.8
2025-04-14,East,Product D,151,72.22,10905.22
2025-02-14,North,Product C,134,278.37,37301.58
2025-01-08,North,Product B,105,376.93,39577.65
2025-02-13,North,Product C,48,235.09,11284.32
2025-03-29,West,Product E,193,454.05,87631.65000000001
2025-02-16,East,Product E,159,284.16,45181.44
2025-03-19,North,Product D,29,195.3,5663.700000000001
2025-01-01,West,Product A,177,320.65,56755.049999999996
2025-03-25,East,Product B,47,207.97,9774.59
2025-01-10,East,Product D,158,496.54,78453.32
2025-01-15,North,Product A,153,296.43,45353.79
2025-02-23,South,Product B,116,111.35,12916.599999999999
2025-04-14,North,Product E,180,478.69,86164.2
2025-04-17,East,Product A,188,493.24,92729.12
2025-03-22,South,Product B,126,486.78,61334.28
2025-01-04,South,Product A,84,454.4,38169.6
2025-04-08,North,Product B,14,388.12,5433.68
2025-05-05,North,Product E,14,392.68,5497.52
2025-03-01,North,Product D,148,73.15,10826.2
2025-04-27,South,Product A,192,224.12,43031.04
2025-01-10,East,Product E,167,129.34,21599.78
2025-04-07,West,Product C,156,451.16,70380.96
2025-04-23,North,Product E,56,458.18,25658.08
2025-02-11,East,Product D,178,56.44,10046.32
2025-04-14,South,Product A,186,227.71,42354.060000000005
2025-04-18,West,Product D,174,154.92,26956.079999999998
2025-02-25,West,Product A,65,135.99,8839.35
2025-01-23,South,Product D,195,68.32,13322.399999999998
2025-02-15,East,Product E,108,484.11,52283.880000000005
2025-03-17,East,Product C,69,300.52,20735.879999999997
2025-04-19,West,Product A,100,304.55,30455.0
2025-03-05,East,Product D,103,469.96,48405.88
2025-02-04,North,Product E,77,305.49,23522.73
2025-04-16,West,Product E,74,29.66,2194.84
2025-02-08,North,Product E,42,89.64,3764.88
2025-01-03,East,Product B,161,452.41,72838.01000000001
2025-03-25,East,Product B,36,120.61,4341.96
2025-01-16,East,Product A,115,21.96,2525.4
2025-03-05,West,Product C,118,355.47,41945.46000000001
2025-05-06,West,Product E,148,244.44,36177.12
2025-02-17,East,Product E,92,239.43,22027.56
2025-04-04,West,Product C,44,123.04,5413.76
2025-01-05,South,Product A,173,72.63,12564.99
2025-01-20,East,Product C,142,291.71,41422.82
2025-01-26,North,Product A,138,107.57,14844.66
2025-02-20,East,Product D,183,295.08,53999.64
2025-02-02,East,Product D,110,131.05,14415.500000000002
2025-02-26,North,Product C,181,115.73,20947.13
2025-02-19,South,Product C,21,125.17,2628.57
2025-03-22,East,Product A,44,185.29,8152.759999999999
2025-02-01,South,Product C,176,332.95,58599.2
2025-03-24,North,Product C,108,320.87,34653.96
2025-02-09,South,Product D,171,335.87,57433.770000000004
2025-02-01,North,Product A,41,49.37,2024.1699999999998
2025-03-12,South,Product D,156,147.22,22966.32
2025-01-19,North,Product D,46,252.53,11616.38
2025-02-26,East,Product E,104,268.19,27891.76
2025-03-02,West,Product A,87,82.67,7192.29
2025-04-16,East,Product A,122,457.06,55761.32
2025-04-17,North,Product E,200,122.8,24560.0
2025-05-05,North,Product E,85,278.34,23658.899999999998
2025-01-14,North,Product C,79,397.77,31423.829999999998
2025-01-15,East,Product D,62,25.31,1569.22
2025-01-31,South,Product B,168,439.86,73896.48
2025-01-24,South,Product B,6,147.34,884.04
2025-01-01,West,Product A,30,322.33,9669.9
2025-02-16,East,Product D,110,389.33,42826.299999999996
2025-01-13,West,Product C,94,25.48,2395.12
2025-02-22,North,Product B,56,454.14,25431.84
2025-02-04,South,Product A,110,413.24,45456.4
2025-01-23,North,Product A,60,496.44,29786.4
2025-03-29,South,Product E,2,50.86,101.72
2025-03-07,West,Product E,168,47.95,8055.6
2025-01-24,East,Product B,111,268.84,29841.239999999998
2025-04-08,East,Product C,117,76.73,8977.41
2025-04-14,East,Product C,34,315.58,10729.72
2025-04-01,South,Product A,41,322.45,13220.449999999999
2025-04-10,West,Product B,107,363.1,38851.700000000004
2025-01-24,South,Product D,2,224.76,449.52
2025-04-04,East,Product E,120,313.37,37604.4
2025-04-30,South,Product E,172,194.57,33466.04
2025-02-24,North,Product D,150,121.18,18177.0
2025-01-17,North,Product B,87,292.65,25460.55
2025-03-11,West,Product D,142,449.03,63762.259999999995
2025-01-18,West,Product D,134,370.22,49609.48
2025-03-10,South,Product A,153,314.02,48045.06
2025-02-04,South,Product C,137,363.72,49829.64000000001
2025-03-17,West,Product E,30,284.36,8530.800000000001
2025-02-06,South,Product A,79,213.26,16847.54
2025-04-16,South,Product A,148,230.12,34057.76
2025-02-18,North,Product D,27,384.33,10376.91
2025-01-04,East,Product A,32,355.23,11367.36
2025-05-01,North,Product A,186,420.41,78196.26000000001
2025-01-17,North,Product C,125,369.77,46221.25
2025-01-13,North,Product B,83,431.58,35821.14
2025-02-01,West,Product E,85,456.68,38817.8
2025-01-29,West,Product A,37,354.46,13115.019999999999
2025-03-08,North,Product D,75,50.39,3779.25
2025-02-01,West,Product A,56,368.11,20614.16
2025-04-12,South,Product E,117,339.52,39723.84
2025-04-14,North,Product A,43,269.26,11578.18
2025-02-07,East,Product D,34,261.27,8883.18
2025-04-03,East,Product D,98,461.38,45215.24
2025-05-03,East,Product C,199,307.42,61176.58
2025-03-10,West,Product B,163,132.31,21566.53
2025-01-06,North,Product A,6,239.23,1435.3799999999999
2025-03-08,East,Product E,71,228.62,16232.02
2025-03-17,South,Product D,160,283.01,45281.6
2025-03-25,North,Product C,105,182.98,19212.899999999998
2025-01-21,North,Product D,194,327.71,63575.74
2025-04-10,West,Product A,182,44.6,8117.2
2025-03-20,North,Product A,199,450.97,89743.03
2025-02-11,South,Product B,36,137.34,4944.24
2025-02-02,South,Product E,119,415.45,49438.549999999996
2025-02-06,South,Product C,167,492.35,82222.45
2025-05-01,North,Product A,113,166.38,18800.94
2025-05-04,East,Product E,48,354.88,17034.239999999998
2025-04-04,South,Product B,22,104.91,2308.02
2025-04-24,North,Product C,193,393.7,75984.09999999999
2025-01-13,East,Product E,198,200.97,39792.06
2025-02-14,West,Product E,77,233.36,17968.72
2025-04-06,West,Product A,41,452.0,18532.0
2025-04-19,East,Product B,105,187.66,19704.3
2025-03-30,West,Product C,62,147.81,9164.22
2025-03-17,West,Product A,128,252.51,32321.28
2025-03-04,South,Product E,103,473.9,48811.7
2025-05-05,South,Product D,189,153.32,28977.48
2025-03-13,South,Product D,138,106.44,14688.72
2025-02-08,East,Product B,33,44.99,1484.67
2025-01-09,West,Product D,31,317.46,9841.26
2025-01-08,South,Product B,80,183.93,14714.400000000001
2025-03-29,West,Product D,99,196.82,19485.18
2025-02-06,South,Product A,173,149.6,25880.8
2025-01-01,East,Product E,174,345.84,60176.159999999996
2025-04-21,West,Product C,130,181.82,23636.6
2025-03-11,South,Product D,139,152.99,21265.61
2025-01-04,South,Product C,65,114.57,7447.049999999999
2025-03-14,West,Product E,2,84.9,169.8
2025-05-06,West,Product C,136,172.57,23469.52
2025-03-07,North,Product C,170,344.05,58488.5
2025-03-22,West,Product C,68,224.05,15235.400000000001
2025-01-02,North,Product B,14,330.98,4633.72
2025-03-03,East,Product A,44,171.02,7524.88
2025-03-31,South,Product D,174,252.27,43894.98
2025-01-17,South,Product A,75,292.67,21950.25
2025-01-27,East,Product A,47,185.2,8704.4
2025-01-19,West,Product A,151,379.61,57321.11
2025-04-26,North,Product B,76,325.28,24721.28
2025-04-12,North,Product A,149,82.68,12319.320000000002
2025-04-20,West,Product D,43,82.22,3535.46
2025-01-23,North,Product D,68,410.25,27897.0
2025-04-26,North,Product C,58,304.36,17652.88
2025-01-27,East,Product D,169,36.76,6212.44
2025-04-02,East,Product D,8,158.69,1269.52
2025-04-06,East,Product B,168,376.0,63168.0
2025-04-18,North,Product C,80,35.33,2826.3999999999996
2025-04-18,South,Product A,194,132.05,25617.7
2025-03-08,South,Product B,7,81.34,569.38
2025-01-24,West,Product B,102,41.02,4184.04
2025-05-02,North,Product C,150,242.25,36337.5
2025-01-07,West,Product E,34,439.57,14945.38
2025-05-04,East,Product E,180,313.61,56449.8
2025-03-03,East,Product A,118,306.09,36118.619999999995
2025-02-17,East,Product C,11,143.58,1579.38
2025-03-02,South,Product E,164,348.34,57127.759999999995
2025-04-15,North,Product A,155,282.84,43840.2
2025-03-24,East,Product E,190,157.71,29964.9
2025-02-26,South,Product D,71,58.2,4132.2
2025-01-08,North,Product E,157,297.5,46707.5
2025-01-21,South,Product B,195,337.72,65855.40000000001
2025-01-11,East,Product E,23,368.49,8475.27
2025-02-28,North,Product B,58,55.47,3217.2599999999998
2025-01-27,South,Product C,96,391.63,37596.479999999996
